rating,review
0,"i was not able to use the cream long enough because of the side effects. the cream itched and burned severely to the point of being nearly intolerable for the first week.  the burning subsided in the second week, but not to the point of being usable on a daily basis. application of cream nightly  minutes after washing.  product information advised waiting, but it still burned and itched when applying it after waiting.  it had no real visible effect during the time i used it.  i gave it a  instead of  because i felt a very subjective glimmer of potential improvement at the end of the period, but not enough to overcome the pain."
1,increased synaptic dopamine levels. this gave me an amazing sense of wellbeing and clarity. positive side effects: see above i'm a healthy  year old with no medical conditions. i use selegiline (l-deprenyl) purely to optimise my health and fortunately use a loop hole to import the drug into the country which does not have restriction importation for personal use
0,"the benifits of the treatment were that it stopped the pain. i could sleep at night. i could eat food that i could not eat before. because i was not in consent pain i could get on with my life there were not any treatment side affects except that you had to take two tablets twice a day for the rest of your life. this was not a cure. i then found out that ther was an austrailan  docter who found that in some cases ulcers were only a bacteria and a simple test would find that out and if that was the case a short couse of antibotics and an anti acid for the same period of time whislt you were talikg the course of antibotics, would get rid of the problem, which in my case it did. now i dont have to take drugs every day! tablet twice a day"
1,"this cream was very beneficial for the treatment of acne and some blemishes.  i had many pimples around my mouth after getting waxied there and nothing was helping.  further as soon as one pimple went away another formed.  this cream began to work within several days.  i could tell that the pimples were getting lighter and new pimples that were forming would hardly enlarge because i applied the cream as soon as i saw a new one forming, many of them disappeared without even leaving a blemish affterwards. i had no side effects because i was applying the cream correctly; only before bedtime and washed them off in the morning.  however i heard of some other person whp took the same cream but was not aware of those instruction and instead applied it in the morning and  had her face exposed during the day.  the cream worked somewhat for her but the spots where she applied them stayed irritated and would turn red when the wind blew in her face.  this condition remained for several years afterwards for her.  this cream cannot be exposed to the sun! otherwise it works beautifully. the treatment was very simple.  at night (and only at night!) i cleaned my face with a mild cleanser or atleast with water and did not apply any other medication before hand.  afterwards i simply dabbed a very small, thin layer of the cream over the pimple and allowed the cream to dry and then went to sleep.  in the morning i made sure to wash off the cream before going outside.  for very sensitive skin the area may turn red but this is temporary and simply means that instead of applying each day one must use it every other day."
0,"i assume this birth control prevented pregnancy effectively. my boyfriend and i used it as a back up. i've been on seasonique for three months now and they've been absolutely miserable. for starters, i'm  and never have break outs. as soon as i started this pill, i began breaking out every few days. this pill has made me gain about ten pounds. i've been spotting for a month and a half. i have horrible cramps everyday. i'm extremely moody and emotional. i cry about absolutely nothing at all and snap at the smallest things. i get crazy hot flashes, i'll be freezing one minute and sweating the next. my back also hurts at times. switched pills"
1,"small pill easy to take.  easy to pack in a travel pack in an alternate pill case without taking the entire bottle. i did not experience any side effects that i am aware of.  of course, i am concered over having high blood pressure which has to be directly related to work-related stress. apparently, this will be long-term treatment.  my doctor and i had several conversations over high blood pressure.  though i have increased my exercise routines, there is not a positive impact on my blood pressure.  after  month on norvasc, my blood pressure was within the normal range."
1,"within a couple of weeks, intrusive thoughts of suicide abated.  over the next few weeks mood lifted some.  at the time i started i was desperate & hopeless was quite surprised it helped as much as it did without usual side ffects of anti depressants-sexual sidew effects & weight gain.  didn't cure depression but definitely helped severe suicidality.  and i'm against anti-depressants as st run for treating mood disorders but there is a place for them when exercise, sprirtual practice, good nutrition & life balance not enough-but these life practices absolutely indispensible for any health issue esp. mood disorders. does have light stimulant effect which is great for the extreme fatige of depression but/and any activating chemical can also increase hostile, angry feelings so tweek the dose for you so you don't get over reactive with others. take  mg wellbutrin xr daily in morning, eat healthy whole foods, exercise-outdoors as much as possible, prayer; meditation, yoga, get rest, restructure negative beliefs into positive beliefs-cognitive & spiritual approaches"
1,"wellbutrin and prozac stabilized my moods and kept me from slipping into depression. there really wasn't anything more to it, but i gather i have to write  words, so here they are. none. i'm not sure i understand the question. this was pretty simple - i had a tendency to slip into deep depressions without medication. the drugs prevented that without side effects."
1,"remeron (mertazapine) was a god send for me. i had chronic insomnia with sleep deprivation for  years and tried to treat it with otc drugs. it appeared one night, not slowly over time. i tried several meds without success before my doctor suggested remeron. it took a few weeks to take effect but it has been % successful for about  years now. i used to take up to  mg. at bedtime but have ratcheted it down to  mg. over the years. if i miss one dose i know it. falling asleep is no problem. my problem is staying asleep for more than  or  hours night after night after night. . . not fun. no side effects. no hangover. no morning drowsiness. take about / hour before bedtime."
1,a considerable decline in the occurrence of new spots accompanied treatment. the acne has been practically eliminated if a good cleansing routine is maintained. red marks have faded. blackheads have cleared up. the overall result is clearer and smoother skin. occasional mild skin irritation particularly in the beginning of treatment. applied a small amount to the face once daily in the afternoon. applied sunscreen during the day to compensated for the increase in photosensitivity
1,"eventual acne reduction. dry skin and eyes, flaking skin and bloody noses. however, the most pertinent side effect was depression. after struggling with acne throughout my teens, i was put on accutane with promises of a 'miracle drug.' my acne eventually cleared, but severe drug-induced 'flare-ups' of more acne were common, as well as feelings of depression."
1,regulated bladder control to allow patient (me) to return to a regular life and not have to modify all movements by where the nearest bathroon is located. none single capsule taken in morning.
1,"my acne cleared up within a few months, and now it is gone. you cannot wax your eyebrows! it thins your skin, so you can't wax. i used the gel once at night. i also took an antibiotic and yazmin. i believe i will continue to use the differin even after i stop the antibiotic, just for it's benifits."
0,"after about a week, i started to see a small reduction in the size of the fluid-filled cysts behind my knees.  over the -week treatment period, there was about a  percent reduction in the size of the cysts. there was also a mild reduction in the pain associated with the cysts. 

another benefit was that i did not get upper gi pain & bleeding with this med, whereas nsaids had been causing black stools due to gi irritation & bleeding. within about  minutes of taking each dose of sulindac, i experienced a colicky pain under my ribs on the right side.  the pain was not extreme, but it was noticeable and unpleasant.  duration lasted  -  hours each time.  this side effect persisted throughout the entire treatment period. due to longstanding knee osteoarthritis, i am prone to fluid-filled cysts on the backside of my knees.  the cysts cause pain, swelling, and reduced circulation to the lower leg.  the cysts interfere with walking gait as well.

in past i had used nsaids to reduce the inflammation of these cysts, however due to nsaid-related side effects, this class of drug was put off-limits by my physician.  his recommendation was that i try a drug in the pro-nsaid class, which is less irritating to the stomach.

in retrospect, i think that for me, the sulindac was a trade-off: less stomach irritation exchanged for liver irritation with the sulindac.  due to this side-effect, my doctor reduced frequency of medication to once per day.  my response to the sulindac was less robust than i had hoped for -- much less improvement than i had experienced previously with nsaids -- and it also took a long time ( weeks) to reach the level of improvement that in past i would achieve in  days with otc nsaids."
0,"for vaginal bacteria with foul smell, i dont know if the treatment is effective it is only  days but then i started yo have to side effects rashes and swelling of my face and eyes. got also dryness of skin  mg x a day for  days took it for  days only from -- to --"
1,"decreased inflammation of cervical spinal column, increased motion of cervical spinal column, decreased pain in other joints, decrease in neck pain, etc. this drug had no side effects with me, or at least, none detectable. i consider this drug a wonder drug without side effects. i consider this drug a wonder drug without side effects. this drug had no side effects with me, or at least, none detectable."
0,"the benefits foe the pain was good, it helped the constant pain i was having in my muscles and the over all aching sleepiness- fatigu memory loss- confusion-depression- trouble breathigng good relief from pain  . i take mg. at bed time it helps me sleep well but am tired in the am. it makes me just want to lie on couch and sleep all day this makes my arthritis worse. am tired and draggy all day with no desire to do any thing, even the thing that have always interested me.am prescribed one g for daytimebut cannot tolerate it because i will sleep all day and be very light headed and unable to concentrate."
1,"it really help me to cope with the anxiety make you tired. had to take one when not feeling good. or if anxiety issue to go to the doctor, take one, one hour prior apt"
1,"with the valtrex i was treat coldsores only and could aviod break outs yr long. if i stopped i was garenteed to get one i was taking them on an empty stomach and developed ulsers and heart burn, acid reflux pill form, once a day. but now because of side affects i only take it once a week or when needed."
1,"definitely noticed right away that i had more energy, better concentration and motivation, and could actually focus for the first time in years. by taking this med, it caused a chain reaction that got my life moving forward again: i started by becoming able to get out of bed and get things done around the house. had more motivation to help myself in other ways - better nutrition, better exercise, self care, etc. then my body and mind began to kick in and heal itself more. now the med simply acts as a support for me, but i am ready to start tapering down my dose!!! had trouble losing too much weight at first. but that levels off after a while. had problems sleeping when the dose was increased too quickly. i have to make sure i take the full amount for the day at least before  noon or i will have trouble sleeping that night. sometimes i get shaky/nervous, dry mouth, feel dehydrated. take  pills about an hour before i wake up in the morning. then i take the third pill between  am- noon."
0,"none, only took one pill and found that the side effects do not warrant continued use. severe head pain, feel like throwing up, felt lousy for  hours after taking first pill. will not take pill again.  the side effects of loosing a nights sleep, having severe head pain, and feeling like throwing up will result in not taking another pill as this drug does not agree with patient."
0,benefits were intended to be no facial acne there were no side effects noticed was to be applied externally to the affected area every night at bedtime afer washing.
0,"i experienced a some evening of skin tone, somewhat smaller pores and very slight improvement in crowes feet itchy skin, burning sensation on face, rash and scaling/peeling during the first  to  weeks, my skin became scaly, itchy and rashy. after  weeks my skin began to tolerate the cream a little better but it continued to itch and burn even after one year of use. i never used more then a pea size per the insturctions but the itching, dryness and rash never went away. it was very difficult to wear an type of makeup that didnt irritate my skin, while using this product. i made the mistake of using this product under my eyes, i learned later that this cream is not intended for use under eyes and due to the drying affect of this product, it did make the fine llines under my eyes appear worse.

i did not see any improvement of the acne on my cheek, and in fact, suffered worse acne while using tretinoin."
1,"improved ability to focus and concentrate. memory retention better. improved energy. mainly helped relieve brain fog that is common with chronic fatigue/fibromyalgia. especially noticeable while working. able to function better and work longer, more like my old self. weight loss, decreased appetite. if take too late in the day, may affect ability to sleep. take  pill in the morning to treat add-like symptoms that started after a car accident. took several years to get chronic fatigue/fibromyalgia diagnosis and quite awhile after that before this medicine was prescribed. tried most of the standard add medications to help with brain fog but bad side effects, worked for awhile then stopped, or no effect. many doctors not comfortable perscribing this medication for add or add-like symptoms since it's a weight-loss medicine. i usually only take this medication during the work week and give my body a break on teh weekends."
1,"it was fairly successful for the acne.  i found it especially good at spot treatment if i felt a cystic type coming up. it did dry my skin out and there was peeling in some places, like the sides of my nose.  i had to be very careful about not getting it any where around my lips, because if i did i would quickly get a fever blister on my mouth. i don't know why this happened, but it was bothersome. i applied it after cleansing skin at night and made sure my skin was completely dry before i put any on and i used a small amount, which was sometimes hard to spread around."
1,"singulair dramatically reduced coughing spells and allergy symptoms, but if just one treatment was missed the allergy symptoms reaccured. none take one  mg tablet each night before bedtime."
1,"the benefits were that once i started taking it, i became less emotional when i got upset.  i could handle the small things better than before, which used to set me off.  it evened out my moods so that i was less tempermental. if i missed taking a dose, i would feel a bit lightheaded, dizzy or have a headache.  too many missed doses lead to a really irritable mood. after a break-up, i was very depressed and upset all the time.  i began taking a dose of mg and within a few days, noticed a difference.  i had fewer dramatic mood swings, and was able to handle the everyday things that got me upset in a more reasonable manner.  i did not feel like crying as frequently as before the medication, and i feel it helps me keep a pretty even temper.  i continue to take this medication because i have been told i have a natural chemical imbalance, and this keeps me from being overly emotional when it is unnecessary.  overall, i feel i benefit from taking it, and unless i miss a dose, i have no side effects."
0,"there really weren't any - i didn't feel any better as the stressors in my life were still there.  i did not feel any relief from the depression, as a matter of fact, i felt worse. i couldn't sleep at night and would fall asleep during the day.  it sometimes made me agitated too. i really wasn't comfortable with taking prozac in the first place - i had a crappy hmo doctor who thought giving me a pill would solve my problem.  i really just needed a change in my life (job, living in dc) to reverse my depression.  in other words, i think my depression was situational, not a chemical imbalance.  i know that these do work for many people, but i think it's imperative that a person know why they are depressed before they hit the pharmacy."
0,"did improve my appetite, which was suffering as a result of the depression. mild weight gain. period of tiredness for two hours or so after each dose. very hard to wake up in the mornings. was prescribed as an alternative to citalopram. had virtually no effect on my depression whatsoever. in the period of winding down the citalopram dose then the  weeks on mirtazapine i went from mildly depressed / just about coping to suicidal, unable to cope and deeply depressed most of the time. would advise anyone who gets rapidly worsening depression after a med change to see the doctor again far sooner than i did."
1,"i had deepening frown lines on my forehead and between my eyes....the benefits were a decrease of the lines (wrinkles). i had a mild headache for a couple of days after my injections.  also, my forehead felt ""numb"" as if i had had a tooth pulled. now, when i raise my eyebrows, my eyebrows go up and the middle of my forehead stays still.  it looks a bit strange. i had  units of dysport injected into my forehead in about  different places. i was told to not bend over or lie back for a few hours or touch my forehead after the treatment.  i followed my doctors instructions. it has been over a week since the injections and there is still a mild wrinkle between my eyes.  the wrinkle is definitely not as deep looking as it was but it is still visible. i would probably have this done again although the results are not perfect."
0,"long lasting erection achy joints similar to flu symptoms during the next couple of days after taking. not bad, but definitely annoying. aspirin helps relieve, but i did not like having to take a pill to counteract another pill.  i do not have the same symptom with viagra. taken as needed for ed.  it is effective in as little as  minutes.  time depends if taken on empty stomach or after a meal."
0,"cleared up the infection but any number of other drugs would have done just as well, without the awful side effects. cipro can have a devastating effect on connective tissue.  in my case, loss of elasticity, leading to wrinkled, drying, aging  skin on face, neck, hands; suddenly visible veins; heightened sun sensitivity; easy bruising; weakened, painful knee and ankle joints, insomnia. i subsequently discovered that these are all too common ""rare"" side effects, among many others, and none of them emerged until a few days after finishing the dose.   unless you have no other options, this is a medication to be avoided. i subsequently discovered that i was prescribed this drug for a condition that any number of other drugs would have cleared up just as as easily and was given way too much of it as well.  the whole experience has been a nightmare.  nearly a year later, still suffering after-effects.  do not take this drug without checking it out. cipro was black-boxed by the fda less than a week after i finished my prescription, and mds still hand it out like candy."
1,"relief of depression, ""floor"" under worst moods, increased confidence, less sadness. allowed patient to function normally in work and social situations loss of libido, occasional fatigue. jittery feeling when dosage was temporarily increased to mg was originally prescribed medication by psychiatrist, continued prescription from gp after cessation of psychiatric treatment"
1,"very effectively reduced my blood pressure to a good level and has amitianed it for the + years i have been taking it. my lungs feel heavy at times and that produces a hacking cough. it's not all the time, just occasionally. it hasn't been bothersome enough to ask about changing it to something else yet. i'm taking one pill that contains two different blood pressure medications.
it has been very effective in controlling my hypertension."
1,"within days, the acne disappeared. when taken continuously for - months at a time, the acne never reappeared and the hirsutism decreased substantially.  we then added laser hair removal and stopped the spironolactone. spironolactone caused occasional leg cramping.  the lo-ovral caused some water retention. spironolactone was taken  mg a day and then increased after  months to  mg twice a day.  the lo-ovral was taken each day.  the laser hair removal was every  weeks.  the acne was completely under control.  when the ocp was stopped, the acne returned."
1,"the treatment benefits were reducing acne, helping me to have a more clear complexion.  also it greatly reduced my cramps.  and, to this day, i am not pregnant :)  the benefits of this ""pill"" were far greater than any others i have tried, and i have tried several different brands. the treatment side effects were minimal.  in fact i can't think of any.  i have tried many different types of the pill where it had side effects on my face, barely reduced cramps, however this one didn't have any of those side effects and i continue to use it. it was one pill a day, as any birth control pill is usually taken.  i took them properly and that is probably one reason why the benefits were great.  however i took the other brands at the right time to and they didn't work as well."
1,"decreased blood pressure, decreased cardiac load, decreased kidney load increased urine output, potassium deficit hydrochlorothiazide was prescribed by my doctor as a first line treatment of my mild hypertension (/).  in addition he recommended exercise, weight loss and dietary restriction of sodium.
this drug did lower my blood pressure to / which he thought was satisfactory for now."
1,"i experienced xannax more effective for anxiety and panic attacks. i didn't feel any alarming side effects from this medication even after using for  over  years. 
the feeling of dependency doesn't bother as we are sometimes addict of certain foods also. first i experienced the state of anxiety and panic at the age of . starting with librium i was successful to managed and control my mood and over sensitive nature.
regular exercise, food and lively hobbies helped to relieve me form all sedative and tranquilizers.
it was, probably, job related stress and tension what triggered the state of anxiety and panic.
now the above-mentioned medications are helping to perform my activities, mostly as a normal person."
1,retin-a provided the benefits of reducing sun damage of the skin. it reduced some fine wrinkles and helped with uneven skin. the side effects experienced were mainly red irritation and peeling. there was also an occasional bout of acne breakouts. the use also led to a couple of times when the skin felt like it had been burnt or had a sever sunburn. treatment was for sun damage to the skin. the retin-a was applied daily in the evening. it was advised not to use it durig the day since it could lead to excessive exposure of the sun.
1,"significant supression of allergy symptoms with the exception of the eyes. none in a very allergenic location the previous week i had suffered very bad allergies, watery, itchy eyes, itchy face and inner ears, intense bouts of sneezing, running sinuses. with the combination of flonase and zyrtec the symptoms were eliminated with the exception of watery eyes."
0,"i was experiencing a lot of hot flashes and i think they have subsided in frequency, duration and intensity since starting to take the lexapro. i haven't noticed any side effects. i take one tablet each morning.  i have been on this treatment for one month."
0,"i have been suffering from ulceratibe colitis for the past three years, was put on steroids long term, then pentasa granules, then imuran which i had a severe reaction too then cellecept tablets which i had a reaction too also. this drug infliximab is given over two hours into a vein then you are monitored for side effects for approx an hour. my severe pain, feeling of passing out, unable to do a bowel motion without feeling like i am going to die is gone. i have had two doses of infliximab over a four week period my next dose has been pushed out to four weeks. i have has pressure up the back of my neck into my head, pains and aches all over, shivers at night after the first two doses its been two weeks since my last infusion and my next one is in two weeks time i have since broken out in water blisters on my leg unsure if this is side effect. overall before i started this drug i was in severe pain, severe diarrhoea, wanting to pass out with pain, and generally unable to live day to day. the pain has eased %, the diarrhoea is gone and i feel like living again. the first infusion is given to you in hospital over a two hour period, you are then monitored for a futher hour, the second infusion i received two weeks later same procedure, the next infusion is scheduled for four weeks later and then four weeks after that to maintain."
1,"i was prescribed prempro by my ob/gyn for hot flashes. i took one pill a day for over a year. i wento off the prempro for  months and the hot flashes came back, seemed worse than before. i am now back on and have taken  days, hot flashes are beginning to get better and hopefully will completely disappear soon! none prempro is a wonder pill for hot flashes and i will never stop taking it again!"
0,"quickly helped with depression and nearly eliminated pain soon after starting.  effects lasted for roughly four months. initially euphoria (lasted about three days), afterwards urinary hesitancy (stopped after about two months), dry mouth, mild fatigue, anorgasma. started using cymbalta mg to primarily for chronic tension headaches and neck/back pain and the resulting depression from chronic pain.  worked wonderfully for about three months then slowly lost effectiveness.  tried increasing to mg with little response.  ended up switching antidepressants and finding different means to treat the pain.
it was a good drug when it worked, but unfortunately it didn't last very long.  it also acts on serotonin like an ssri and started my dependency on ssris."
0,it did help with the red blotchy skin that the rosacea was causing and the heat that i would feel when the rosacea would kick in. it also helped with pimples and welts that would sometimes come on during a bought of the rosacea. side effects were it caused my skin to become extremely dried out. used more moisturizer which did not seem to help. i also became very sensitive to the sun which was a problem because even if i used sunscreen i would become blotchy looking. the dr. had me take one mg pill  x a day. said i would need to use for an indefinite amount of time. after  months i went off of them because i couldn't be outside much.
0,i had taken avalox several times before because i had become immune to other antibiotics.  avalox seemed to work previously. i almost died.  i made it thru the first set of double doors at the emergency room and colapsed.  i believe that this triggered me to get rheumatoid arthritis five months later. chemo likely for the rest of my life.
0,"there was none. he didnt get out of bed for three days,couldnt get him to eat (he only weighed  lbs),had to forse him to drink water, became even more depresses very suasidal,out of it,  and lethargic. we had to take him to hospital(they were not helpful at all) would only help if he had made a suaside attempt. took him to doctor a few times for deppression. doctor wrote a perscription. he was just a m.d., did not get a syc eval."
1,"i did not have any other conditions.  just an inability to focus, hyperactivity, and impulsive behavior.  i had a hard time staying organized and difficulty completing tasks.  i also had difficulty staying with one job for too long.  i had a hard time sustaining reading without getting really tired, and i also had a hard time controlling my emotional outbursts.  the  concerta really helped me control all of those things. some of the side affects that i had were:  my stomach would hurt sometimes and other times it was difficult to eat without getting queezy.  i didn't have much of an appetite.  when the medicine wore off, it seemed to have a strong rebound effect and things became difficult for me during that last several hours of my day. i liked taking the medication, i just wish it would have lasted longer during the day.  by p-pm it had wore off and that seemed to by my busiest time of day with the kids, dinner and house stuff all at once. the treatment details were pretty basic.  i just took the medication in the morning at the same time of day every day.  i was allowed to skip it on the weekends or less busy times if i so desired.  i really don't have anything else to put for this section of the survey.  i'm trying to fill up the  word requirement though.  you shouldn't really have that requirement on this form.  it seems kind of silly to be writing with nothing left to say."
0,"hair loss all but stopped - kept crown area full. brain fog, difficulty calling up names, places, or specific details at times. very annoying. slight loss of libido, erections affected very, very slightly (takes a small amount more time to achieve full). started years ago when i saw hair falling out slowly. worked extremely well, but saw more negative reviews over the years and felt more sluggish (in my mind) over time. decided its not worth it, and am off it cold turkey as of  days ago. feeling tired, and libido is lacking. hoping i get back to my old self asap. i would not recommend this drug to anyone... hair is great, feeling % is way better. looking back? i'd leave it alone."
1,"instantly i felt relieved. i am able to stand back a bit from things that would previously really upset me. i am therefore able not to let things get to me,fantastic. so now i don't  explode instantly in anger at things anymore, i tried to think myself calm and non reactive previously but it did not work. with zoloft i have a calmness when meeting things that would normally make me enraged .i have time and mental space to be rational and realistic and can choose a sane quiet and dignified response, not aggression and anger. hallelujah. i felt very nauseous. and dizzy. but these subsided after one month. till then i made sure i ate something with taking the tablet to minimize the discomfort.  it was a very very unpleasant sensation of nausea and a kind of vertigo, but the benefits outweighed the negatives. even though it was quite a strong feeling of sickness, very very strong. it has passed now though. thankfully. i considered stopping the zoloft because it was so bad, but if i went back to my old pattern of sadness and anxiety and arguing my husband may seriously have left me. so i persevered. glad i did too. cos the sickness has disapated. i take  mg tablet. one a day in the morning with food."
0,"none, presum,ably b/c i had to quit taking the drug before the prescription was completed due to side effects/ possible allergic reaction. none - could not continue treatment was supposed to take the drug for  weeks but had to stop after  days because of itchy rash and difiiculty breathing."
1,"cleared up smaller papules/pustules and noticeably reduced facial redness. did nothing for my cystic acne and blackheads. itching on application and ten minutes after, and although it reduced redness, sometimes my face appeared a little ""too"" white after application (whiter than my neck). washed face with a gentle, sulfate-free cleanser, waited  minutes for face to dry, then applied finacea. finacea only applied once a day in the morning. waited  minutes after application before applying sunscreen, moisturizer, or makeup."
1,"this was a the easiest birth control that i have ever used, i like the idea of worring about it only once a week two months after i started the patch i began to have really dark colored urine. i assumed that this was a side affect to the patch. i went to my doctor who saud that is was not related, but now it has been  years since i stopped the patch, and now have kidney disease. maybe just coincidence, but in my heart i feel it was the patch.  patch changed weekly"
0,"did not take it long enough for any noticeable benefit. my hair started falling out after the first week. during  week two, i saw my doctor and told her about this. she said it was not a known side effect. internet research assured me the hair loss was not coincidental; others had the same reaction. i quit taking it a few days later. mg wellbutrin daily.

my hair started falling out after the first week. during  week two, i saw my doctor and told her about this. she said it was not a known side effect. internet research assured me the hair loss was not coincidental; others had the same reaction. i quit taking it a few days later."
1,"through use of the drug and the side effects its produced, i was made much more aware of the level of fat i was consuming with my meals and took measures to reduce the intake oil in stool i was to take one dose and a full glass of water at each of three meals per day. i came to find out that taking the drug once a day (with lunch) was effective enough to receive the benefits. it was rare that i took it twice a day and never three times a day."
0,"singulair seemed to work well at controlling my allergies. i the beginning i didn't notice any side effects. after use singulair i began developing pretty strong depression side effects including thoughts of suicide. at first i didn't realize that these thoughts and feelings of depression were connected to singulair. after hearing about possible side effects on the news i stopped taking singular, whiched ended the severe depression. in the begining singulair seem to work well controlling my allergies, however i slowly developed strong depression side effects. i've never had problems with depression before. the effects of the drug were slow and hard to notice any day to day change. however all depression side effects ended immediately when i quit taking singulair. i'll never take this drug again."
1,"the drug has a very long half life and because of that property there is a long, smooth sustained effect of the drug. i did not feel highs or lows and hardly knew i was taking it except it helped my anxiety. occasional dry mouth i could not take any anti-depressant medications. i tried them all but had terrible side effects. my doctor is extremely good with medication therapy for depression and anxiety and decided i have a serotonin sensitivity and so put me on this drug which works on a different endorphin pathway called gabba. i have had terrific success on it and although it too has addictive properties like other diazapenes, i have not had to increase my dose at all therefore he doesn't think true physiological dependence is developing."
1,"seemed to ease allergic rhinitis symptoms caused by seasonal allergies.  easy administration was a great benefit. sneezing and bad taste.  some burning in the nostrils. i had sneezing, dry nasal passages caused by seasonal allergies.  using this product daily seemed to ease my symptoms.  i still had some sneezing but the frequency and intensity of sneezing fits was reduced considerably. administered one spray per nostril prior to going to bed at night.  used product nightly for approximately three weeks."
1,"the sores became much less painful very soon, on the nd day. overall, the healing was much faster, and there were only two pills a day to take (not  x  times a day, like with old-times acyclovir), which was convenient as i have a chronic gastritis, my stomach rarely agrees with oral treatments, so i felt minor irritation, a bit of heartburn, but nothing serious i had had herpes for years before i was prescribed valtrex (previous treatments were acyclovir). it was prescribed on the second day after the sores appeared and i noticed the improvement the next day - the pain was almost gone. i took two pills per day, one in the morning and one in the evening, for  days, after which the remission was longer than the previous ones (sometimes, the outbreaks happened as often as every two weeks), about two months. 
after that, i started taking  pills of valtrex the day i started feeling the outbreak (a nasty, gnawing feeling in the area where the sores would appear) and if it does not prevent the outbreak entirely, it lasts much shorter, is much less painful, and each time the remissions are rather long."
1,"woke up feeling a little less like a zombie, no more insomia. out of sorts, falling if i get up when medication has taken affect. i take this medication for severe narcolepsy. it has helped with the feeling of not sleeping at all when i would wake up the next morning. however, if you do not get into bed and stay for about  hours you can fall and do things you don't even realize you are doing. i got up to use the bathroom a few times on this medication and once i fell into the bathtub and also have fallen asleep on toilet if i have gotten up to use the bathroom. it can take affect very quickly if you have an empty stomach. there was a time i thought i had at least  minutes before it put me to sleep but i hadn't eaten much and it kicked in in  minutes. i fell asleep talking to my fiance. it literally knocks you out like when you are put under anesthesia for surgery. it can be very dangerous but it is quite affective for helping you sleep and go into the refreshing cycles of sleep."
0,needed to replace natural tyroid hormones weight gain prescribed after removal of tyroid gland
0,"none except....slowed heart rate. my afib was not diminished, but i assume the drug was helping keep my heart rate when in afib down somewhat the  months i was on atenolol (mg) i had vertigo, short term memory loss, anxiety, and hearing issue. all except hearing went away when i switched to a different beta blocker.

joe hare once a day  mg"
1,dr recomended this for a cold. the traditional decongestants and anti-histimnies had not worked and i was not aware that this allergy medication would have been so effective. it would keep me restless at night causing bouts of sleeplessness. dr rx recommendation to take  mg of loratadine every  hours until symptoms reside. extended release tablets was indicated for my relief of the nasal and \ symptoms of allergic rhinitis including nasal congestion due to the common cold.
1,"oxybutynin chloride reduced my urinary urgency by lessening my bladder spasms, and reduced my urinary frequency, decreasing the number of times i needed to use the bathroom during the day. it also eliminated the need for me to have to get out of bed to void during night. dry mouth, constipation take one tablet once a day."
0,"i believe the medication did assist with depression. by the end of the six month most symptons of depression were gone when i was coming off the medication it was recommeded to do slowly by reducing the medication dosage gradually which i did. side effects while doing this were diziness almost constantly not sure what you are wanting, but one pill everyday"
1,relief and cure of uti none  pill x day for  days.
1,"i felt like i was in a deep dark hole for most of my life, almost immediately after starting the medication i felt like a different human being! i noticed colours for the first time in years and i couldn't stop looking at the beautiful sky, grass and flowers. i felt alive, energetic, happy and positive, for the first time in years i wanted to get up in the mornings and live. i wanted to go out in the world again, where as before i hid in my house because of panic attacks. i landscaped my whole garden and when that was done, i decided i wanted to work again and found a job. my marriage flourished after this new me and i fell pregnant  months later, at which time i had to discontinue, but that  months of prozac was all it took to give me a new life. i experienced a loss of libido and inability to climax. 
loss of appetite (a good side affect in my books! i lost quite a few kgs and it did wonders for my self esteem). 

i would not recommend taking this with alcohol, especially something like tequila which is an upper. combined with alcohol i experienced wild abandon, loss of inhibitions and total change in personality, i am usually quite reserved, but became quite the opposite - which sorted the libido out, but still unable to climax. my treatment involved psychotherapy as well as the medication."
1,migraine pain relieved in  -  hours and lasted for  hours with  tablet none  tablet at first signs of headache
1,"solved my depression and helped me have an overall better outlook on life. pleasant vivid dreams, night sweats, intermentrual bleeding,numbed other emotions, minor weight gain, unable to fall asleep (but after about  months, this didn't happen) i take  mg once a day first thing in the morning, and it no longer keeps me awake late into the night.   i overall would recommend this drug to others.  i take the generic."
1,"after only three days of treatment my partner noticed a reduction in the hyperpigmentation, it took me about a month to notice these effects. having used tretinoin now for two months the crepiness under my eyes is greatly reduced, there is undoubtedly a marked improvement in the texture of my skin and the hyperpigmentation is getting better every day. side effects were minor skin irritation especially in naso labial folds(itching, flaking and redness) and under eye area (slightly swollen on waking), however these symptoms were short lived and in the space of ten days disappeared altogether. there were a couple of occasions where i noticed small dry patches of skin which vanished in a couple of days. very simple really,  wash and dry face at night, wait thirty minutes for face to dry completley, apply a pea sized amount of tretinoin avoiding corners of nose and eye lids."
1,"oxycodone helped take the major edge off of pain so i could rest. however, it made me so drowsy and felt ""out of it"" that i would switch to ibuprofen. extreme drowsiness, chalky mouth, feeling woozy i had chiropractice and massage therapy to help my body recover. i took oxycodone when absolutely necessary with ibuprofen as a supplement."
0,"mildly increased attentiveness insomnia, loss of appitite, stomach pains, when not taken felt real sick, abdominal pain this was originally prescribed to me for adhd. just a few days of taking it, the side effects were unbearable. i could not sleep, eat normally and would get abdominal pains. felt a hell of a lot better once i stopped taking this garbage. word of advice never even think of taking this!"
